Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
24,"Niederdorfstrasse 33, 8001 Zürich, Switzerland",47.3746714,8.543707800000002,Tre Cucine,3.8,POINT (8.543707800000002 47.3746714),POINT (8.543707800000002 47.3746714)
25,"Löwenstrasse 61, 8001 Zürich, Switzerland",47.376963700000005,8.537999699999999,Spiga,4.1,POINT (8.537999699999999 47.3769637),POINT (8.537999699999999 47.3769637)
26,"Badenerstrasse 526, 8048 Zürich, Switzerland",47.382678000000006,8.50113,Da Cono,3.9,POINT (8.50113 47.38267800000001),POINT (8.50113 47.38267800000001)
27,"Forchstrasse 2, 8008 Zürich, Switzerland",47.364373,8.554728899999999,Sorrento,4.1,POINT (8.554728899999999 47.364373),POINT (8.554728899999999 47.364373)
28,"Lavaterstrasse 87, 8002 Zürich, Switzerland",47.36025530000001,8.5333044,Il Tartufo,4.3,POINT (8.5333044 47.36025530000001),POINT (8.5333044 47.36025530000001)
29,"Waffenplatzstrasse 15, 8002 Zürich, Switzerland",47.361196,8.526721499999999,Don Leone,4.3,POINT (8.526721499999999 47.361196),POINT (8.526721499999999 47.361196)
30,"Limmattalstrasse 228, 8049 Zürich, Switzerland",47.40228159999999,8.495140699999999,Da Biagio,4.4,POINT (8.495140699999999 47.40228159999999),POINT (8.495140699999999 47.40228159999999)
31,"Spitalgasse 5, 8001 Zürich, Switzerland",47.3736493,8.5442957,Cicchetteria Da Rosa,4.5,POINT (8.544295699999999 47.3736493),POINT (8.544295699999999 47.3736493)
32,"Niederdorfstrasse 15, 8001 Zürich, Switzerland",47.37350319999999,8.543577599999999,Vallocaia,4.0,POINT (8.543577599999999 47.37350319999999),POINT (8.543577599999999 47.37350319999999)
33,"Seefeldstrasse 273, 8008 Zürich, Switzerland",47.3488968,8.5633246,La Zagra,4.4,POINT (8.5633246 47.3488968),POINT (8.5633246 47.3488968)
34,"Niederdorfstrasse 7, 8001 Zürich, Switzerland",47.373008500000005,8.5435806,Pulcino,3.9,POINT (8.5435806 47.3730085),POINT (8.5435806 47.3730085)
35,"Hohlstrasse 451, 8048 Zürich, Switzerland",47.38708219999999,8.500952500000002,Azzurro,4.5,POINT (8.500952500000002 47.38708219999999),POINT (8.500952500000002 47.38708219999999)
36,"Mühlebachstrasse 2, 8008 Zürich, Switzerland",47.3659318,8.548956599999999,Commercio,4.2,POINT (8.548956599999999 47.3659318),POINT (8.548956599999999 47.3659318)
37,"Zentralstrasse 161, 8003 Zürich, Switzerland",47.375878,8.514154999999999,Il Salotto,4.7,POINT (8.514154999999999 47.375878),POINT (8.514154999999999 47.375878)
38,"Limmatquai 82, 8001 Zürich, Switzerland",47.3735174,8.543035,Bianchi,4.4,POINT (8.543035 47.3735174),POINT (8.543035 47.3735174)
39,"Stauffacherstrasse 31, 8004 Zürich, Switzerland",47.3735098,8.528681,"Pizzeria Ristorante Molino, Stauffacher",4.1,POINT (8.528681000000001 47.3735098),POINT (8.528681000000001 47.3735098)
40,"Bellerivestrasse 2, 8008 Zürich, Switzerland",47.360935,8.547989999999999,Frascati,3.8,POINT (8.547989999999999 47.360935),POINT (8.547989999999999 47.360935)
41,"Schmidgasse 3, 8001 Zürich, Switzerland",47.3747542,8.5435477,Toscano,4.6,POINT (8.5435477 47.3747542),POINT (8.5435477 47.3747542)
42,"Sandstrasse 7, 8003 Zürich, Switzerland",47.366224,8.521243799999999,Napoli,3.9,POINT (8.521243799999999 47.366224),POINT (8.521243799999999 47.366224)
43,"Kanzleistrasse 103, 8004 Zürich, Switzerland",47.376152000000005,8.522207,La Baracca,4.4,POINT (8.522207 47.376152),POINT (8.522207 47.376152)
44,"Kasernenstrasse 77A, 8004 Zürich, Switzerland",47.3760875,8.5338356,Cucina,4.2,POINT (8.5338356 47.3760875),POINT (8.5338356 47.3760875)
45,"Stampfenbachstrasse 6, 8001 Zürich, Switzerland",47.37750279999999,8.543925400000001,Positano,4.2,POINT (8.543925400000001 47.37750279999999),POINT (8.543925400000001 47.37750279999999)
46,"Freiestrasse 213, 8032 Zürich, Switzerland",47.360867999999996,8.566563,Antiquario da Marco,4.7,POINT (8.566563 47.360868),POINT (8.566563 47.360868)
47,"Bertastrasse 36, 8003 Zürich, Switzerland",47.37410149999999,8.5135446,Bottega Berta,4.3,POINT (8.513544599999999 47.37410149999999),POINT (8.513544599999999 47.37410149999999)
48,"Seestrasse 82, 8002 Zürich, Switzerland",47.3596841,8.5318615,Da Guido,3.9,POINT (8.5318615 47.3596841),POINT (8.5318615 47.3596841)
49,"Mutschellenstrasse 137, 8038 Zürich, Switzerland",47.346956,8.5286941,Allegro,4.3,POINT (8.528694099999999 47.346956),POINT (8.528694099999999 47.346956)
50,"Hardstrasse 324, 8005 Zürich, Switzerland",47.390332,8.522853,il Gallo,3.9,POINT (8.522853 47.390332),POINT (8.522853 47.390332)
51,"Seegartenstrasse 14, 8008 Zürich, Switzerland",47.3613908,8.5493898,Latino,4.1,POINT (8.5493898 47.3613908),POINT (8.5493898 47.3613908)
52,"Seefeldstrasse 124, 8008 Zürich, Switzerland",47.35804829999999,8.553900800000001,Ristorante Totò,3.9,POINT (8.553900800000001 47.35804829999999),POINT (8.553900800000001 47.35804829999999)
53,"18, Giessereistrasse, 8005 Zürich, Switzerland",47.3900388,8.517926899999999,Toscano in Puls 5,3.9,POINT (8.517926899999999 47.3900388),POINT (8.517926899999999 47.3900388)
54,"Langstrasse 35, 8004 Zürich, Switzerland",47.375842799999994,8.525040299999999,Celia,4.5,POINT (8.525040299999999 47.37584279999999),POINT (8.525040299999999 47.37584279999999)
55,"Brauerstrasse 87, 8004 Zürich, Switzerland",47.3792628,8.524118999999999,Chianalea,4.4,POINT (8.524118999999999 47.3792628),POINT (8.524118999999999 47.3792628)
56,"Cramerstrasse 8, 8004 Zürich, Switzerland",47.3732268,8.5261234,Paneolio,4.3,POINT (8.526123399999999 47.3732268),POINT (8.526123399999999 47.3732268)
57,"Eingang Langwiesenstr., Birchstrasse 147, 8050 Zürich, Switzerland",47.410906,8.537688000000001,Virtù,4.5,POINT (8.537688000000001 47.410906),POINT (8.537688000000001 47.410906)
58,"Asylstrasse 81, 8032 Zürich, Switzerland",47.366809100000005,8.561675099999999,Luca²,4.8,POINT (8.561675099999999 47.3668091),POINT (8.561675099999999 47.3668091)
59,"Riedtlistrasse 2, 8006 Zürich, Switzerland",47.3902217,8.539980900000002,La Casa,4.4,POINT (8.539980900000002 47.3902217),POINT (8.539980900000002 47.3902217)
60,"Quai des Bergues 33, 1201 Genève, Switzerland",46.2069972,6.1469217999999985,Il Lago,4.5,POINT (6.146921799999999 46.2069972),POINT (6.146921799999999 46.2069972)
61,"Rue Chaponnière 9, 1201 Genève, Switzerland",46.2096185,6.144898599999999,Restaurant MILAN,3.9,POINT (6.144898599999999 46.2096185),POINT (6.144898599999999 46.2096185)
62,"Rue de la Fontaine 13, 1204 Genève, Switzerland",46.2013855,6.1497677999999985,Spaghetti Factory Genève,4.2,POINT (6.149767799999998 46.2013855),POINT (6.149767799999998 46.2013855)
63,"Rue de la Servette 73, 1202 Genève, Switzerland",46.212252,6.132287,Restaurant Pizzeria Il Forno a Legna,4.3,POINT (6.132287 46.212252),POINT (6.132287 46.212252)
64,"Hôtel Métropole Genève, Quai du Général-Guisan 34, 1204 Geneva, Switzerland",46.203376,6.152146,Gusto,3.6,POINT (6.152146 46.203376),POINT (6.152146 46.203376)
65,"Rue Adrien-Lachenal 24a, 1207 Genève, Switzerland",46.199324100000005,6.1561736,Luigia,4.2,POINT (6.1561736 46.19932410000001),POINT (6.1561736 46.19932410000001)
66,"Rue Jean-Calvin 15, 1204 Genève, Switzerland",46.2018658,6.1472850999999995,La Favola,4.4,POINT (6.1472851 46.2018658),POINT (6.1472851 46.2018658)
67,"Avenue des Tilleuls 2, 1203 Genève, Switzerland",46.2058244,6.1310148,Restaurant les Tilleuls,4.2,POINT (6.1310148 46.2058244),POINT (6.1310148 46.2058244)
68,"Rue de Saint-Jean 30, 1203 Genève, Switzerland",46.2044031,6.1287129999999985,Restaurant Giardino Romano,4.5,POINT (6.128712999999999 46.2044031),POINT (6.128712999999999 46.2044031)
69,"Rue Pierre-Fatio 10, 1204 Genève, Switzerland",46.2022246,6.1533666999999985,Restaurant Roberto,4.2,POINT (6.153366699999999 46.2022246),POINT (6.153366699999999 46.2022246)
70,"Boulevard Carl-Vogt 99, 1205 Genève, Switzerland",46.1954849,6.1407175,Mangia Bene,4.4,POINT (6.1407175 46.1954849),POINT (6.1407175 46.1954849)
71,"Rue de la Mairie 8, 1207 Genève, Switzerland",46.20265939999999,6.1582715,TOSCA,4.5,POINT (6.1582715 46.20265939999999),POINT (6.1582715 46.20265939999999)
72,"Place de Saint-Gervais 3, 1201 Genève, Switzerland",46.2061174,6.142444299999998,Vapiano,4.0,POINT (6.142444299999998 46.2061174),POINT (6.142444299999998 46.2061174)
73,"Rue de Montchoisy 17, 1207 Genève, Switzerland",46.203301200000006,6.160108399999999,Cinecittà | Restaurant et Pizzeria,4.2,POINT (6.160108399999999 46.20330120000001),POINT (6.160108399999999 46.20330120000001)
74,"Rue Muzy 22, 1207 Genève, Switzerland",46.20311539999999,6.157067899999999,Chez Marino,4.5,POINT (6.157067899999999 46.20311539999999),POINT (6.157067899999999 46.20311539999999)
75,"Rue de la Corraterie 21, 1204 Genève, Switzerland",46.20192309999999,6.1438254,La Bottega,4.4,POINT (6.1438254 46.20192309999999),POINT (6.1438254 46.20192309999999)
76,"Place du Molard 7, 1204 Genève, Switzerland",46.2032557,6.1480513,Pizzeria Ristorante Molino,3.8,POINT (6.1480513 46.2032557),POINT (6.1480513 46.2032557)
77,"Quai du Cheval-Blanc 23, 1227 Genève, Switzerland",46.1924348,6.1389752999999985,Pizzeria Calabria Dai 3 Fratelli Scalea,4.3,POINT (6.138975299999998 46.1924348),POINT (6.138975299999998 46.1924348)
78,"Boulevard Georges-Favon 12, 1204 Genève, Switzerland",46.203137100000006,6.139835,Kytaly,4.2,POINT (6.139835 46.20313710000001),POINT (6.139835 46.20313710000001)
79,"Grand-Rue 3, 1204 Genève, Switzerland",46.2024657,6.1448266999999985,Osteria della Bottega,4.3,POINT (6.144826699999999 46.2024657),POINT (6.144826699999999 46.2024657)
80,"Chemin Malombré 5, 1206 Genève, Switzerland",46.1959427,6.1525281,Nonna Gina,3.9,POINT (6.1525281 46.1959427),POINT (6.1525281 46.1959427)
81,"Rue des Barques 4, 1207 Genève, Switzerland",46.203922,6.155715,La Gondola,4.1,POINT (6.155715 46.203922),POINT (6.155715 46.203922)
82,"Rue de la Mairie 5, 1207 Genève, Switzerland",46.203193,6.158078,Restaurant Pizzeria San Marco,4.2,POINT (6.158078 46.203193),POINT (6.158078 46.203193)
83,"Rue de la Rôtisserie 2, 1204 Genève, Switzerland",46.202975099999996,6.1454870999999995,La Romantica,3.9,POINT (6.1454871 46.2029751),POINT (6.1454871 46.2029751)
84,"Rue Etienne-Dumont 18, 1204 Genève, Switzerland",46.1991968,6.149316099999999,Restaurant Semplice,4.3,POINT (6.149316099999999 46.1991968),POINT (6.149316099999999 46.1991968)
85,"Boulevard Georges-Favon 25, 1204 Genève, Switzerland",46.2006435,6.140933299999999,Carosello,4.0,POINT (6.140933299999999 46.2006435),POINT (6.140933299999999 46.2006435)
86,"Rue Charles-Humbert 10, 1205 Genève, Switzerland",46.200398,6.138348000000001,Fabbrica Pasta,4.6,POINT (6.138348000000001 46.200398),POINT (6.138348000000001 46.200398)
87,"Rue Philippe-Plantamour 18, 1201 Genève, Switzerland",46.210113899999996,6.1507234,"Il Vero, Restaurant italien",3.8,POINT (6.1507234 46.2101139),POINT (6.1507234 46.2101139)
88,"1205, Boulevard du Pont-d'Arve 51, 1205 Genève, Switzerland",46.1942343,6.140967400000001,Leo's restaurant pizzeria burger,4.1,POINT (6.140967400000001 46.1942343),POINT (6.140967400000001 46.1942343)
89,"Rue des Alpes 20, 1201 Genève, Switzerland",46.2103908,6.144728799999998,Restaurant La Veranda Genève,4.0,POINT (6.144728799999998 46.2103908),POINT (6.144728799999998 46.2103908)
90,"Rue des Eaux-Vives 63, 1207 Genève, Switzerland",46.2051411,6.1600303,Le Décanteur,4.3,POINT (6.1600303 46.2051411),POINT (6.1600303 46.2051411)
91,"62BIS, Route de Frontenex, 1207 Genève, Switzerland",46.2029256,6.1670764,La Storia,4.1,POINT (6.1670764 46.2029256),POINT (6.1670764 46.2029256)
92,"Route de Florissant 16, 1206 Genève, Switzerland",46.1959783,6.1554479,Le Sesflo - cuisine méditerranéenne,3.9,POINT (6.1554479 46.1959783),POINT (6.1554479 46.1959783)
93,"Rue du Stand 38, 1204 Genève, Switzerland",46.20328170000001,6.137884499999998,Restaurant Camilo's Place,4.2,POINT (6.137884499999998 46.20328170000001),POINT (6.137884499999998 46.20328170000001)
94,"Avenue du Mail 3, 1205 Genève, Switzerland",46.200331,6.139745400000001,La Pignata,4.2,POINT (6.139745400000001 46.200331),POINT (6.139745400000001 46.200331)
95,"Rue de Lausanne 49, 1202 Genève, Switzerland",46.214138,6.1458154,Casa Nostra Ristorante,4.0,POINT (6.1458154 46.214138),POINT (6.1458154 46.214138)
96,"Rue de Montchoisy 78, 1207 Genève, Switzerland",46.2053234,6.1642991999999985,Et Caetera Cafe Restaurant,4.1,POINT (6.164299199999999 46.2053234),POINT (6.164299199999999 46.2053234)
97,"Rue de l'Athénée 44, 1206 Genève, Switzerland",46.194263,6.155295,Zio,4.2,POINT (6.155295 46.194263),POINT (6.155295 46.194263)
98,"Rue de la Servette 1 La Trattoria Da Tonino, 1201, Switzerland",46.208830999999996,6.139751,"La Trattoria, da Tonino",4.1,POINT (6.139751 46.208831),POINT (6.139751 46.208831)
99,"29, Avenue du Mail, 1205 Geneva, Switzerland",46.1956378,6.140962200000001,Seppia Bistrò,4.6,POINT (6.140962200000001 46.1956378),POINT (6.140962200000001 46.1956378)
100,"Boulevard Carl-Vogt 20, 1205 Genève, Switzerland",46.20021939999999,6.1316863,i-Pub,4.2,POINT (6.1316863 46.20021939999999),POINT (6.1316863 46.20021939999999)
101,"Rue Sautter 11, 1205 Genève, Switzerland",46.1948708,6.1493991999999995,Le Vivendo,3.8,POINT (6.1493992 46.1948708),POINT (6.1493992 46.1948708)
102,"Avenue du Mail 21, 1205 Genève, Switzerland",46.1971689,6.13955,Restaurant Tortellino,4.2,POINT (6.13955 46.1971689),POINT (6.13955 46.1971689)
103,"Boulevard Carl-Vogt 43, 1205 Genève, Switzerland",46.1990553,6.1343608,Sole Mio,4.1,POINT (6.1343608 46.1990553),POINT (6.1343608 46.1990553)
104,"Route de Frontenex 43, 1207 Genève, Switzerland",46.202124,6.163001,Restaurant Ferrari,4.0,POINT (6.163001 46.202124),POINT (6.163001 46.202124)
105,"63, Boulevard du Pont-d'Arve, 1205 Genève, Switzerland",46.19348239999999,6.140099900000001,Pizzeria Ponte Vecchio,3.9,POINT (6.140099900000001 46.19348239999999),POINT (6.140099900000001 46.19348239999999)
106,"Place du Marché 20, 1227 Carouge, Switzerland",46.18421379999999,6.1395743,Via Roma Ristorante,4.3,POINT (6.1395743 46.18421379999999),POINT (6.1395743 46.18421379999999)
107,"82, Rue de Carouge, 1205 Geneva, Switzerland",46.19195300000001,6.1436910000000005,"Pizzeria Restaurant café ""Les Vignettes""",4.5,POINT (6.143691 46.19195300000001),POINT (6.143691 46.19195300000001)
108,"Rue de l'Athénée 44, 1206 Genève, Switzerland",46.194263299999996,6.1552953,Zio Italian Food Sàrl,4.7,POINT (6.1552953 46.1942633),POINT (6.1552953 46.1942633)
109,"Avenue Louis-Casaï 82, 1216 Genève, Switzerland",46.225944,6.106160999999998,L'Osteria di Oreste,4.2,POINT (6.106160999999998 46.225944),POINT (6.106160999999998 46.225944)
110,"Rue de la Cité 11, 1204 Genève, Switzerland",46.20317429999999,6.1441619,Restaurant la Finestra,4.6,POINT (6.1441619 46.20317429999999),POINT (6.1441619 46.20317429999999)
111,"Avenue de Champel 45, 1206 Genève, Switzerland",46.19255649999999,6.153159099999999,Osteria Zaza,4.3,POINT (6.153159099999999 46.19255649999999),POINT (6.153159099999999 46.19255649999999)
112,"Avenue de Frontenex 32, 1207 Genève, Switzerland",46.201429600000004,6.1587631,Restaurant Le Velours,4.2,POINT (6.1587631 46.2014296),POINT (6.1587631 46.2014296)
113,"Rue de Berne 61, 1201 Genève, Switzerland",46.2133064,6.147925300000002,CIRO Trattoria Gourmet,4.6,POINT (6.147925300000002 46.2133064),POINT (6.147925300000002 46.2133064)
114,"Route des Acacias 4, 1227 Genève, Switzerland",46.192385200000004,6.1382132999999985,Restaurant La Voglia,3.8,POINT (6.138213299999999 46.1923852),POINT (6.138213299999999 46.1923852)
115,"Place du Rondeau 4, 1227 Carouge, Switzerland",46.180404100000004,6.1392248999999985,Restaurant Boccalino,4.0,POINT (6.139224899999999 46.1804041),POINT (6.139224899999999 46.1804041)
116,"Route de Meyrin 8, 1202 Genève, Switzerland",46.214381,6.128372,La Primavera,4.1,POINT (6.128372 46.214381),POINT (6.128372 46.214381)
117,"Rue de Lausanne 52, 1201 Genève, Switzerland",46.214206,6.1464097,Il Fornello Napoletano,4.1,POINT (6.1464097 46.214206),POINT (6.1464097 46.214206)
118,"Rue Châtelain 5, 1203 Genève, Switzerland",46.21154,6.1262887,Restaurant italien Pizzeria l'ambiance Genève,4.4,POINT (6.1262887 46.21154),POINT (6.1262887 46.21154)
119,"Rue de la Terrassière 22, 1207 Genève, Switzerland",46.2006751,6.1574008000000005,"La Conca D Oro, Becker Cerf E.",4.6,POINT (6.1574008 46.2006751),POINT (6.1574008 46.2006751)
120,"Küchengasse 3, 4051 Basel, Switzerland",47.548837899999995,7.5894948000000015,Ristorante Da Roberto,4.2,POINT (7.589494800000002 47.5488379),POINT (7.589494800000002 47.5488379)
121,"Aeschenvorstadt 48, 4051 Basel, Switzerland",47.5519524,7.593385899999999,Restaurant Prima,4.1,POINT (7.593385899999999 47.5519524),POINT (7.593385899999999 47.5519524)
122,"Falknerstrasse 31, 4001 Basel, Switzerland",47.555562200000004,7.5893481,Latini,4.2,POINT (7.5893481 47.5555622),POINT (7.5893481 47.5555622)
123,"St. Johanns-Vorstadt 48, 4056 Basel, Switzerland",47.564221,7.584163999999999,Chez Donati,4.5,POINT (7.584163999999999 47.564221),POINT (7.584163999999999 47.564221)
124,"Birsig-Parkpl. 26, 4051 Basel, Switzerland",47.551728000000004,7.588095900000001,Artigiano Café,4.5,POINT (7.588095900000001 47.551728),POINT (7.588095900000001 47.551728)
125,"Steinenvorstadt 71, 4051 Basel, Switzerland",47.551983,7.5881159999999985,Pizzeria Molino,4.3,POINT (7.588115999999999 47.551983),POINT (7.588115999999999 47.551983)
126,"Elsässerstrasse 1, 4056 Basel, Switzerland",47.5670999,7.581165200000001,Da Gianni,4.4,POINT (7.581165200000001 47.5670999),POINT (7.581165200000001 47.5670999)
127,"Rheingasse 47, 4058 Basel, Switzerland",47.559253399999996,7.5933578,Gabri's Pasta,4.7,POINT (7.5933578 47.5592534),POINT (7.5933578 47.5592534)
128,"Auf der Lyss 14, 4051 Basel, Switzerland",47.556333,7.584128999999999,Trattoria aroma,4.5,POINT (7.584128999999999 47.556333),POINT (7.584128999999999 47.556333)
129,"9, Binningerstrasse, 4051 Basel, Switzerland",47.55058409999999,7.586446100000002,Osteria Little Italy,4.4,POINT (7.586446100000002 47.55058409999999),POINT (7.586446100000002 47.55058409999999)
130,"Untere Rebgasse 8, 4058 Basel, Switzerland",47.562312,7.592981,Vapiano Claraplatz,4.3,POINT (7.592981 47.562312),POINT (7.592981 47.562312)
131,"Rheingasse 10, 4058 Basel, Switzerland",47.560272,7.591646799999999,"Restaurant ""Zum Schmale Wurf""",4.1,POINT (7.591646799999999 47.560272),POINT (7.591646799999999 47.560272)
132,"Hammerstrasse 15, 4058 Basel, Switzerland",47.560295,7.597747999999998,Restaurant Pizzeria ROMA,4.0,POINT (7.597747999999998 47.560295),POINT (7.597747999999998 47.560295)
133,"Spalenvorstadt 9, 4051 Basel, Switzerland",47.557045,7.5833068999999975,Ristorante Bar Casanova Basel,4.5,POINT (7.583306899999998 47.557045),POINT (7.583306899999998 47.557045)
134,"Riehenring 79, 4058 Basel, Switzerland",47.564391,7.5983420000000015,Roma Messe Pizzeria Restaurant,3.6,POINT (7.598342000000001 47.564391),POINT (7.598342000000001 47.564391)
135,"Eisengasse 9, 4051 Basel, Switzerland",47.559287,7.5882957000000015,Spiga Ristorante,4.1,POINT (7.588295700000002 47.559287),POINT (7.588295700000002 47.559287)
136,"Untere Rebgasse 4, 4058 Basel, Switzerland",47.5621226,7.593233299999999,Detto Pronto AG,3.5,POINT (7.593233299999999 47.5621226),POINT (7.593233299999999 47.5621226)
137,"Sternengasse 19, 4051 Basel, Switzerland",47.551475,7.5927060000000015,Vapiano Basel,4.2,POINT (7.592706000000002 47.551475),POINT (7.592706000000002 47.551475)
138,"Spalenring 132, 4055 Basel, Switzerland",47.555516499999996,7.575384700000001,Restaurant Rossini-Murano,4.0,POINT (7.575384700000001 47.5555165),POINT (7.575384700000001 47.5555165)
139,"St. Johanns-Vorstadt 29, 4056 Basel, Switzerland",47.56371729999999,7.584069299999999,Restaurant zur Mägd,4.4,POINT (7.584069299999999 47.56371729999999),POINT (7.584069299999999 47.56371729999999)
140,"Sattelgasse 3, 4051 Basel, Switzerland",47.5580648,7.587173999999999,Trattoria Antichi Sapori GmbH,4.4,POINT (7.587173999999999 47.5580648),POINT (7.587173999999999 47.5580648)
141,"Fabrikstrasse 12, 4056 Basel, Switzerland",47.5737027,7.579353399999999,Osteria Dodici,4.6,POINT (7.579353399999999 47.5737027),POINT (7.579353399999999 47.5737027)
142,"Hutgasse 6, 4001 Basel, Switzerland",47.557668,7.5871819999999985,Ramazzotti,4.0,POINT (7.587181999999999 47.557668),POINT (7.587181999999999 47.557668)
143,"Theodorsgraben 42, 4058 Basel, Switzerland",47.558949,7.5989939999999985,Hotel Restaurant Resslirytti,4.4,POINT (7.598993999999998 47.558949),POINT (7.598993999999998 47.558949)
144,"Steinenvorstadt 1, 4051 Basel, Switzerland",47.5538351,7.5890743999999986,Ristorante La Sosta,3.9,POINT (7.589074399999999 47.5538351),POINT (7.589074399999999 47.5538351)
145,"Zürcherstrasse 146, 4052 Basel, Switzerland",47.555150899999994,7.6133807000000004,Steakhouse Albanbrücke,4.5,POINT (7.6133807 47.55515089999999),POINT (7.6133807 47.55515089999999)
146,"Clarastrasse 1, 4058 Basel, Switzerland",47.5620921,7.5947508999999975,Restaurant Holzschopf,3.8,POINT (7.594750899999998 47.5620921),POINT (7.594750899999998 47.5620921)
147,"Weidengasse 19, 4052 Basel, Switzerland",47.55381329999999,7.605564599999999,Restaurant Cibo Mediterraneo,4.5,POINT (7.605564599999999 47.55381329999999),POINT (7.605564599999999 47.55381329999999)
148,"Elisabethenstrasse 33, 4051 Basel, Switzerland",47.5514142,7.5912378,Grace Restaurant & Lounge Basel,4.0,POINT (7.5912378 47.5514142),POINT (7.5912378 47.5514142)
149,"Steinenring 60, 4051 Basel, Switzerland",47.5504792,7.580737599999999,La Vela,4.4,POINT (7.580737599999999 47.5504792),POINT (7.580737599999999 47.5504792)
150,"Vogesenstrasse 83, 4056 Basel, Switzerland",47.5673148,7.576624199999999,Mel's Bar & Diner,4.3,POINT (7.576624199999999 47.5673148),POINT (7.576624199999999 47.5673148)
151,"Untere Rebgasse 18, 4058 Basel, Switzerland",47.562699200000004,7.592451000000001,Café Restaurant Damas,4.0,POINT (7.592451000000001 47.5626992),POINT (7.592451000000001 47.5626992)
152,"Binningerstrasse 145, 4123 Allschwil, Switzerland",47.5471113,7.5524789000000006,Restaurant Pizzeria Sonneck,4.3,POINT (7.552478900000001 47.5471113),POINT (7.552478900000001 47.5471113)
153,"Streitgasse 20, 4051 Basel, Switzerland",47.555214,7.5900269,Centro am Barfi,4.1,POINT (7.5900269 47.555214),POINT (7.5900269 47.555214)
154,"Steinentorstrasse 25, 4051 Basel, Switzerland",47.551318200000004,7.588592199999999,Filini Bar & Restaurant,4.2,POINT (7.588592199999999 47.5513182),POINT (7.588592199999999 47.5513182)
155,"Holzmattenweg 13, 79576 Weil am Rhein, Germany",47.58515,7.607469999999999,"Pizzeria Mooshüsli, Café - Restaurant",3.8,POINT (7.607469999999999 47.58515),POINT (7.607469999999999 47.58515)
156,"Basler Str. 6, 79639 Grenzach-Wyhlen, Germany",47.552974600000006,7.6604769,Drei Könige Italienisches Restaurant,4.2,POINT (7.6604769 47.55297460000001),POINT (7.6604769 47.55297460000001)
157,"Horburgstrasse 74, 4057 Basel, Switzerland",47.57053699999999,7.594928999999999,Ristorante Mamma Brunella,4.6,POINT (7.594928999999999 47.57053699999999),POINT (7.594928999999999 47.57053699999999)
158,"Schützengraben 62, 4051 Basel, Switzerland",47.557605,7.581409,Restaurant Apulia,4.4,POINT (7.581409 47.557605),POINT (7.581409 47.557605)
159,"Aeschenpl. 2, 4052 Basel, Switzerland",47.55129280000001,7.595841900000001,Pattini Tipico Italiano Street Food,5.0,POINT (7.595841900000001 47.55129280000001),POINT (7.595841900000001 47.55129280000001)
160,"Güterstrasse 138, 4053 Basel, Switzerland",47.5447321,7.589181599999999,VITO,4.6,POINT (7.589181599999999 47.5447321),POINT (7.589181599999999 47.5447321)
161,"Barfüsserpl. 16, 4051 Basel, Switzerland",47.55469620000001,7.588694099999999,Restaurant Bodega zum Strauss,4.5,POINT (7.588694099999999 47.55469620000001),POINT (7.588694099999999 47.55469620000001)
162,"Güterstrasse 183, 4053 Basel, Switzerland",47.5435566,7.592878400000001,5 Signori,4.4,POINT (7.592878400000001 47.5435566),POINT (7.592878400000001 47.5435566)
163,"Offenburgerstrasse 32, 4057 Basel, Switzerland",47.569101,7.588471600000001,Trattoria da Checco e Gio,5.0,POINT (7.588471600000001 47.569101),POINT (7.588471600000001 47.569101)
164,"Allschwilerstrasse 19, 4055 Basel, Switzerland",47.555823700000005,7.574149899999999,Brause Grill,4.6,POINT (7.574149899999999 47.5558237),POINT (7.574149899999999 47.5558237)
165,"St. Jakobs-Strasse 116, 4132 Muttenz, Switzerland",47.5326619,7.6311073,Pizzeria Bianca,4.2,POINT (7.6311073 47.5326619),POINT (7.6311073 47.5326619)
166,"Unterer Rheinweg 28, 4058 Basel, Switzerland",47.562727200000005,7.58878,Italienische Glace,4.5,POINT (7.58878 47.5627272),POINT (7.58878 47.5627272)
167,"Elsässerstrasse 49, 4056 Basel, Switzerland",47.5688063,7.579525599999998,Restaurant Vogesenstube,4.4,POINT (7.579525599999998 47.5688063),POINT (7.579525599999998 47.5688063)
168,"47 Reinacherstrasse Münchenstein, 4142, Switzerland",47.52487259999999,7.604690700000001,Pizza Melsa Münchenstein,4.4,POINT (7.604690700000001 47.52487259999999),POINT (7.604690700000001 47.52487259999999)
169,"Bahnhofstrasse 26, 4106 Therwil, Switzerland",47.499066,7.555877000000001,Restaurant Toscana,4.3,POINT (7.555877000000001 47.499066),POINT (7.555877000000001 47.499066)
170,"Hauptstraße 160, 79576 Weil am Rhein, Germany",47.59401,7.626419999999999,Galileo`s Restaurant,4.2,POINT (7.626419999999999 47.59401),POINT (7.626419999999999 47.59401)
171,"43 Hauptstrasse Oberwil, 4104, Switzerland",47.5138213,7.555961699999999,Carbone Caffè-Bar e Locanda,4.6,POINT (7.555961699999999 47.5138213),POINT (7.555961699999999 47.5138213)
172,"4051, Gerbergasse 78, 4001 Basel, Switzerland",47.55507739999999,7.588722299999999,PiadinA Bar,4.8,POINT (7.588722299999999 47.55507739999999),POINT (7.588722299999999 47.55507739999999)
