"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2003","Confirmed","Michael Kelly",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/michael_kelly_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Atlantic Monthly and The Washington Post","Columnist / Commentator,Editor","War","Print","Iraq","outside of Baghdad",,,"outside of Baghdad",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2009","Confirmed","Michelle Lang",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/Afghan.Lang.2.rtr.jpg","Reuters","Journalist",,"Crossfire","Killed","Staff","Calgary Herald and Canwest News Service","Print Reporter","War","Print","Afghanistan","an area south of Kandahar",,,"an area south of Kandahar",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2000","Confirmed","Miguel Gil Moreno de Mora",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Gil.Sierra.Leone.2000.1.jpg","AP","Journalist",,"Crossfire","Killed","Staff","The Associated Press","Camera Operator","War","Television","Sierra Leone","Rogberi Junction",,,"Rogberi Junction",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Mika Yamamoto",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/yamamoto.killed.pic.jpg","","Journalist",,"Crossfire","Killed","Staff","Japan Press","Camera Operator,Photographer","War","Television,Internet","Syria","Aleppo",,,"Aleppo",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Mohamed Abazied (George Samara)",,"Syria",,,"Male","https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/AbaziedMoawyaAlZoaby.jpg","Photo: Moawya Al-Zoaby","Journalist","Killed","Crossfire","Killed","Staff","Nabd Syria Satellite Station/ Syria Media Organization (SMO)","Broadcast Reporter","War","Television,Internet","Syria","Daraa",,,"Daraa",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2004","Confirmed","Mohamed Abu Halima",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Najah","Broadcast Reporter","Human Rights","Radio","Israel and the Occupied Palestinian Territory","West Bank",,,"West Bank",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Mohamed Ahmed Taysir Bellou",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Shahba Press","Camera Operator","Politics,War","Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Mohamed al-Khal",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,Politics,War","Television,Internet","Syria","Deir al-Zour",,,"Deir al-Zour",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Mohamed al-Mesalma",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Broadcast Reporter","War","Television","Syria","Daraa",,,"Daraa",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2009","Confirmed","Mohamed Amin",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Amin.Somalia.NUSOJ1.jpg","NUSOJ","Journalist",,"Crossfire","Killed","Staff","Radio Shabelle","Broadcast Reporter","Culture,War","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Mohamed Quratem",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Enab Baladi","Print Reporter","War","Print","Syria","Darya",,,"Darya",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2013","Confirmed","Mohamed Saeed al-Hamwi",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Qaboun Media Center","Broadcast Reporter,Camera Operator","Human Rights,War","Internet","Syria","Qaboun, Damascus",,,"Qaboun, Damascus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Mohamed Shamsan",,"Yemen",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Yemen Today","Broadcast Reporter","Culture,Human Rights,Politics,War","Television","Yemen","Sana'a",,,"Sana'a",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Mohamed Taani",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","SMART News Agency","Camera Operator","Human Rights,Politics,War","Internet","Syria","Daraa",,,"Daraa",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Mohamed Yamen Naddaf",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Shahba Press","Camera Operator","Politics,War","Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Mohammad al-Qadasi",,"Yemen",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Belqees TV","Photographer","War","Internet,Television","Yemen","al-Khayami",,"Taiz","al-Khayami",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2012","Confirmed","Mohammad Shamma",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Ikhbariya","Technician","Politics","Television","Syria","Doursha",,,"Doursha",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2007","Confirmed","Mohammed Abdullahi Khalif",,"Somalia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Voice of Peace","Broadcast Reporter","Politics","Radio","Somalia","Galkayo",,,"Galkayo",,"Local","Criminal Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Mohammed al-Asfar",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Camera Operator","War","Television","Syria","Daraa",,,"Daraa",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Mohammed al-Ashram",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Ikhbariya","Camera Operator","Politics,War","Television","Syria","Deir Al-Zour",,,"Deir Al-Zour",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2011","Confirmed","Mohammed al-Nabbous",,"Libya",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Libya Al-Hurra TV","Camera Operator,Internet Reporter,Publisher / Owner","War","Internet","Libya","Benghazi",,,"Benghazi",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Mohammed al-Qasim",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Rozana Radio","Broadcast Reporter","Human Rights,Politics,War","Radio,Television,Internet","Syria","Idlib province",,,"Idlib province","Idlib province","Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Mohammed Ghalib al-Majidi",,"Yemen",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Photographer,Internet Reporter","Human Rights,Politics,War","Internet","Yemen","Taiz",,,"Taiz",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Mohammed Sayyed Hassan",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","All4Syria, Al-Nabaa Media Center","Photographer,Editor,Internet Reporter","War","Internet","Syria","Atareb",,,"Atareb",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Mohamud Mohamed Yusuf",,"Somalia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Radio IQK","Broadcast Reporter","Politics","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Mohsen Khazaei",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/MohsenKhazaei-Syria-Killed-IRIBscrnsht225.jpg","Screenshot, IRIB News Agency video","Journalist",,"Crossfire","Killed","Staff","Islamic Republic of Iran Broadcasting","Broadcast Reporter","War","Television","Syria","Aleppo",,,"Aleppo",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2013","Confirmed","Molhem Barakat",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/killed.barakat.syria.reuters.jpg","(Reuters)","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","Human Rights,Politics,War","Print,Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials, Political Group","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Mouaz Alomar (Abu Mehdi Al Hamwi)",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Broadcast Reporter,Photographer,Internet Reporter","Human Rights,Politics,War","Television,Internet","Syria","Kafr Zita, Hama province",,,"Kafr Zita, Hama province","Kafr Zita, Hama province","Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2004","Confirmed","Mounir Bouamrane",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/mounir_bouamrane_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Staff","TVP","Broadcast Reporter","War","Television","Iraq","Mahmoudiya",,,"Mahmoudiya",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Mubarak al-Abadi",,"Yemen",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Nabaa Media Foundation","Broadcast Reporter,Camera Operator,Photographer,Producer","Politics,War","Television","Yemen","Al-Ghail, Al-Jawf Province",,,"Al-Ghail, Al-Jawf Province","Al-Ghail, Al-Jawf Province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2001","Confirmed","Muhammad al-Bishawi",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Najah Press Office, IslamOnline","Print Reporter","Politics","Print,Internet","Israel and the Occupied Palestinian Territory","Nablus",,,"Nablus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Muhammad Hassan Al-Musalama",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Revolutionaries of Daraa Al-Muhata – Tariq Al-Sadd","Camera Operator,Editor,Internet Reporter","Human Rights,War","Internet","Syria","Daraa",,,"Daraa",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Muhammed Tariq Jadua",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Jisr Al-Shaghur Multimedia Network","Broadcast Reporter,Camera Operator,Photographer","Human Rights,War","Television,Internet","Syria","Jisr Al-Shaghur",,,"Jisr Al-Shaghur",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2006","Confirmed","Munir Ahmed Sangi",,"Pakistan",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Kawish Television Network","Camera Operator","Human Rights","Television","Pakistan","Larkana",,,"Larkana",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Mustafa Said",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Kurdistan TV","Camera Operator","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2018","Confirmed","Mustafa Salamah",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Sama TV","Broadcast Reporter","War","Television","Syria","Mashara",,,"Mashara","Quneitra","Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"1999","Confirmed","Myles Tierney",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/myles_tierney_sierra-leone_1999.jpg","","Journalist",,"Crossfire","Killed","Staff","Associated Press Television News","Producer","War","Television","Sierra Leone","Freetown",,,"Freetown",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Naimatullah Zaheer",,"Afghanistan",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Ariana News","Broadcast Reporter","Culture,Politics,War","Television","Afghanistan","Lashkar Gah, Helmand Province",,,"Lashkar Gah, Helmand Province","Lashkar Gah, Helmand Province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Naji Asaad",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Tishreen","Editor","War","Print","Syria","Damascus",,,"Damascus",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2007","Confirmed","Namir Noor-Eldeen",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/namir_noor-eldeen_iraq_2007.jpg","Reuters","Journalist",,"Crossfire","Killed","Staff","Reuters","Photographer","War","Print","Iraq","Baghdad",,,"Baghdad",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1995","Confirmed","Natalya Alyakina",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/alyakina-russia.95.CJES-thumb-180x247-783.jpg","","Journalist",,"Crossfire","Killed","Staff","Focus and RUFA","Broadcast Reporter,Print Reporter","War","Print,Radio","Russia","Budyonnovsk",,,"Budyonnovsk",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Nazih Darwazeh",,"Israel and the Occupied Palestinian Territory",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Nazih%252520Darwazeh_2ndRight_West%252520Bank_1.2003.jpg","AFP","Journalist",,"Crossfire","Killed","Staff","APTN","Camera Operator","Human Rights,War","Television","Israel and the Occupied Palestinian Territory","Nablus",,,"Nablus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Nour al-Din Al-Hafiri",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Producer,Technician","War","Television,Internet","Syria","Al-Bahariyah",,,"Al-Bahariyah",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2015","Confirmed","Noureddine Hashim",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al Etihad Press","Broadcast Reporter,Photographer,Internet Reporter","War","Television,Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2009","Confirmed","Nur Muse Hussein",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/nur_muse_hussein.jpg","NUSOJ","Journalist",,"Crossfire","Killed","Staff","Radio IQK","Broadcast Reporter","Politics,War","Radio","Somalia","Beledweyn",,,"Beledweyn",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Obada Ghazal",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","SMART News Agency","Camera Operator,Photographer,Internet Reporter","War","Television","Syria","Taftanaz, Idlib province",,,"Taftanaz, Idlib province","Taftanaz, Idlib province","Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Obeida abu Omar",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Damaski Media Agency","Internet Reporter","War","Internet","Syria","Ein Tirma",,"eastern Ghouta","Ein Tirma",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2013","Confirmed","Olivier Voisin",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/oliviervoisin.afpcropped.jpg","","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","Human Rights,Politics,War","Print,Internet","Syria","Idlib province",,,"Idlib province","Idlib province","Foreign","Unknown Fire","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Omar Abdul Qader",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Mayadeen","Camera Operator","War","Television","Syria","Deir Al-Zour",,,"Deir Al-Zour",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2018","Confirmed","Omar Ezzi Mohammad",,"Yemen",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Al-Maraweah Radio Broadcasting Center","Technician","Politics,War","Radio","Yemen","Al-Maraweah District","Hodeidah Governorate",,"Al-Maraweah District",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2010","Confirmed","Omar Rasim al-Qaysi",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Anbar TV","Broadcast Reporter","Culture,Sports","Television","Iraq","Ramadi",,,"Ramadi",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Orhan Hijran",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Rasheed","Camera Operator","Culture","Television","Iraq","Kirkuk",,,"Kirkuk",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Osama Jumaa",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Osama-Jumaa-ImagesLive-1.jpg","Osama Jumaa, a photographer and video journalist, was killed while covering the rescue of civilians after a bombardment in Syria. (Images Live)","Journalist",,"Crossfire","Killed","Staff","Images Live","Camera Operator,Photographer","War","Television,Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Osama Nasr al-Zoabi",,"Syria",,,"Male","https://cpj-photos.s3.amazonaws.com/Syria-1-2017-09-01-1504292013263.jpg","Syrian Media Organization","Journalist","Killed","Crossfire","Killed","Staff","Syrian Media Organization (SMO)","Broadcast Reporter,Camera Operator","War","Internet,Television","Syria","Daraa",,,,"Daraa","Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"1999","Confirmed","Pablo Emilio Medina Motta",,"Colombia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","TV Garzón","Camera Operator","War","Television","Colombia","Gigante",,,"Gigante",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2006","Confirmed","Paul Douglas",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/paul_douglas_iraq_2006.jpg","CBS","Journalist",,"Crossfire","Killed","Staff","CBS","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"1992","Confirmed","Paul Jenks",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","European Pressphoto Agency","Photographer","War","Print","Croatia","near Osijek",,,"near Osijek",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Paul Moran",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/paul_moran_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","War","Television","Iraq","Gerdigo",,,"Gerdigo",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2001","Confirmed","Pierre Billaud",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/pierre_billaud_afghanistan_2001.jpg","","Journalist",,"Crossfire","Killed","Staff","Radio Télévision Luxembourg","Broadcast Reporter","War","Radio","Afghanistan","Takhar Province",,,"Takhar Province","Takhar Province","Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Qais al-Jazar (Qais al-Qadhi)",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Al-Jisr TV","Camera Operator,Editor,Broadcast Reporter","War","Television","Syria","Homouria",,,"Homouria",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2002","Confirmed","Raffaele Ciriello",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/raffaele_ciriello_pakistan_2002.jpg","","Journalist",,"Crossfire","Killed","Freelance","Freelancer","Photographer","War","Print","Israel and the Occupied Palestinian Territory","Ramallah",,,"Ramallah",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Rami al-Sayed",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Al-Sayed.2.22.12.afp.jpg","AFP/Syrian opposition","Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,War","Internet","Syria","Homs",,,"Homs",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Rami Asmi",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Orient News","Broadcast Reporter","Human Rights,Politics,War","Television,Internet","Syria","Sheikh Miskeen, Daraa province",,,"Sheikh Miskeen, Daraa province","Sheikh Miskeen, Daraa province","Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Rami Rayan",,"Israel and the Occupied Palestinian Territory",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/rami.facebook.jpg","Facebook","Journalist",,"Crossfire","Killed","Staff","Palestine Network for Press and Media","Photographer","Human Rights,Politics,War","Print,Television,Internet","Israel and the Occupied Palestinian Territory","Shijaiyah, Gaza",,,"Shijaiyah, Gaza",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Ramzan Mezhidov",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","TV Tsentr","Camera Operator","War","Television","Russia","Shaami Yurt",,,"Shaami Yurt",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2004","Confirmed","Rashid Hamid Wali",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Camera Operator","War","Television","Iraq","Karbala",,,"Karbala",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Rémi Ochlik",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ochlik.afp.jpg","AFP","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","Human Rights,War","Print","Syria","Homs",,,"Homs",,"Foreign","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2002","Confirmed","Roddy Scott",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Frontline","Broadcast Reporter,Camera Operator","War","Television","Russia","Galashki Region, Ingushetia","Galashki Region, Ingushetia",,"Galashki Region, Ingushetia",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2010","Confirmed","Rupert Hamer",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Sunday Mirror","Print Reporter","War","Print","Afghanistan","an area near Nawa",,,"an area near Nawa",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2004","Confirmed","Safir Nader",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Qulan TV","Camera Operator","Culture,Sports","Television","Iraq","Arbil",,,"Arbil",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2005","Confirmed","Saleh Ibrahim",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/saleh_ibrahim_iraq_2005.jpg","","Journalist",,"Crossfire","Killed","Staff","Associated Press Television News","Camera Operator","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Salem Khalil",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Orient News","Broadcast Reporter","Human Rights,Politics,War","Television,Internet","Syria","Sheikh Miskeen, Daraa province",,,"Sheikh Miskeen, Daraa province","Sheikh Miskeen, Daraa province","Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1992","Confirmed","Salko Hondo",,"Bosnia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Oslobodjenje","Photographer","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Sameh al-Aryan",,"Israel and the Occupied Palestinian Territory",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sameh.facebook.jpg","Facebook","Journalist",,"Crossfire","Killed","Staff","Al-Aqsa TV","Camera Operator,Photographer","Human Rights,Politics,War","Television","Israel and the Occupied Palestinian Territory","Shijaiyah, Gaza",,,"Shijaiyah, Gaza",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Sami Abu Amin",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Ikhbariya","Broadcast Reporter","Politics","Television","Syria","Doursha",,,"Doursha",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Samson Boyi",,"Nigeria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Scope","Photographer","Politics","Print","Nigeria","Adamawa State",,"Adamawa State","Adamawa State",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2004","Confirmed","Semko Karim Mohyideen",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","Culture","Television","Iraq","Arbil",,,"Arbil",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Serhiy Nikolayev",,"Ukraine",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Segodnya","Photographer","Human Rights,War","Print","Ukraine","Peski",,,"Peski",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Shahir al-Muaddamani",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Local Council of Deraya City Media Office","Photographer,Internet Reporter","War","Internet","Syria","Daraya",,,"Daraya",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Shamil Gigayev",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Nokh Cho TV","Camera Operator","War","Television","Russia","Shaami Yurt",,,"Shaami Yurt",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1995","Confirmed","Shamkhan Kagirov",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Rossiskaya Gazeta and Vozrozheniye","Print Reporter","War","Print","Russia","near Grozny",,,"near Grozny",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Shao Yunhuan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/shao_yunhuan_yugoslavia_1999.jpg","","Journalist",,"Crossfire","Killed","Staff","Xinhua News Agency","Print Reporter","War","Print","Yugoslavia","Belgrade",,,"Belgrade",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Shifa Zikri Ibrahim (Shifa Gardi)",,"Iraq",,,"Female","https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/02262017ShifaGardiAFPGettySafinHamid.jpg","(AFP/Getty/Safin Hamid)","Journalist","Killed","Crossfire","Killed","Staff","Rudaw TV","Broadcast Reporter","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
