"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"1994","Confirmed","Jessé Medina Parra",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Fogonazo","Columnist / Commentator","Corruption","Radio","Colombia","Cucuta",,,"Cucuta",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Jesús Abel Bueno León",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","7 Días","Editor","Politics","Print","Mexico","Chilpancingo",,,"Chilpancingo",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2009","Confirmed","Jhoy Duhay",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Gold Star Daily","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1994","Confirmed","Joao Alberto Ferreira Souto",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jornal do Estado","Publisher / Owner","Corruption,Politics","Print","Brazil","Vitória da Conquista",,,"Vitória da Conquista",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","João Miranda do Carmo",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","SAD Sem Censura","Editor,Internet Reporter","Corruption,Crime,Politics","Internet","Brazil","Santo Antônio do Descoberto",,,"Santo Antônio do Descoberto",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Joaquin Briones",,"Philippines",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Remate","Print Reporter","Crime,Politics","Print","Philippines","Milagros, Masbate",,,"Milagros, Masbate",,"Local","Unknown Fire","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Joas Dignos",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXGT Radio","Broadcast Reporter,Columnist / Commentator","Corruption,Politics","Radio","Philippines","Valencia City",,,"Valencia City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Joel Parcon",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Prontiera News","Publisher / Owner","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2009","Confirmed","John Caniban",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Periodico Ini","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","John Kituyi",,"Kenya",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mirror Weekly","Editor,Publisher / Owner","Politics","Print","Kenya","Eldoret",,,"Eldoret",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","John McNamara",,"USA",,,"Male","https://cpj-photos.s3.amazonaws.com/CG-john-mcnam_1-2018-07-02-1530566141593.jpg","Baltimore Sun Media Group","Journalist","Killed","Murder","Killed","Staff","Capital Gazette","Editor,Internet Reporter,Print Reporter","Sports","Internet,Print","USA","Annapolis, Maryland",,"Maryland","Annapolis, Maryland",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Jolito Evardo",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","UNTV","Editor","Politics","Television","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2006","Confirmed","Jorge Aguirre",,"Venezuela",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jorge_aguirre_venezuela_2006.jpg","AP","Journalist",,"Murder","Killed","Staff","Cadena Capriles (El Mundo)","Photographer","Human Rights","Print","Venezuela","Caracas",,,"Caracas",,"Local","Local Residents","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2001","Confirmed","Jorge Enrique Urbano Sánchez",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mar Estéreo","Broadcast Reporter","Crime","Radio","Colombia","Buenaventura",,,"Buenaventura",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1997","Confirmed","Jorge Luis Marroquín Sagastume",,"Guatemala",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sol Chortí","Editor","Corruption,Politics","Print","Guatemala","Jocotán",,,"Jocotán",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Jorge Martín Dorantes",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Crucero","Editor","Corruption","Print","Mexico","Morelos",,,"Morelos",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Jorge Mynor Alegría Armendáriz",,"Guatemala",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Amatique","Broadcast Reporter","Corruption","Radio","Guatemala","Puerto Barrios",,,"Puerto Barrios",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","José Agustín Silvestre de los Santos",,"Dominican Republic",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Jos%2525C3%2525A9_Silvestre11.jpg","Courtesy of Elpidio Tolentino","Journalist",,"Murder","Killed","Staff","La Voz de la Verdad, Caña TV","Broadcast Reporter,Print Reporter,Publisher / Owner","Corruption,Crime","Print,Television","Dominican Republic","La Romana",,,"La Romana",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","Yes","Yes",,,,,,,,,
"2008","Confirmed","José Armando Rodríguez Carreón",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Mexico.Rodriguez.1rtr.jpg","AP","Journalist",,"Murder","Killed","Staff","El Diario de Ciudad Juárez","Print Reporter","Crime","Print","Mexico","Ciudad Juárez",,,"Ciudad Juárez",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","José Cândido de Amorim Filho ",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rádio Alternativa","Broadcast Reporter","Corruption,Politics","Radio","Brazil","Carpina, Pernambuco state",,"Carpina, Pernambuco state","Carpina, Pernambuco state",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","José Carlos Araújo",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rádio Timbaúba FM","Broadcast Reporter","Corruption,Crime,Human Rights","Radio","Brazil","Timbaúba",,,"Timbaúba",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1998","Confirmed","José Carlos Mesquita",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","TV Ouro Verde","Columnist / Commentator","Corruption,Politics","Television","Brazil","Ouro Preto do Oeste",,,"Ouro Preto do Oeste",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","José Duviel Vásquez Arias",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Voz de la Selva","Broadcast Reporter,Editor","Corruption","Radio","Colombia","Florencia",,,"Florencia",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","José Emeterio Rivas",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Calor Estéreo","Columnist / Commentator","Corruption,Politics","Radio","Colombia","Barrancabermeja",,,"Barrancabermeja",,"Local","Government Officials, Paramilitary Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2009","Confirmed","José Everardo Aguilar",,"Colombia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jose_everardo_aguilar.jpg","","Journalist",,"Murder","Killed","Staff","Radio Súper and Bolívar Estéreo","Broadcast Reporter","Corruption","Radio","Colombia","Patía",,,"Patía",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1997","Confirmed","José Luis Cabezas",,"Argentina",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Cabezas.Argentina.1997.rtrs.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Noticias","Photographer","Crime","Print","Argentina","Pinamar",,,"Pinamar",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2000","Confirmed","José Luis López de la Calle",,"Spain",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jose_luis_lopez_de_la_calle_spain_2000.jpg","","Journalist",,"Murder","Killed","Staff","El Mundo","Print Reporter","Politics","Print","Spain","Andoain",,,"Andoain",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","José Luis Ortega Mata",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Semanario de Ojinaga","Editor","Corruption,Crime","Print","Mexico","Ojinaga",,,"Ojinaga",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Jose Manuel",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Benguela Province Radio","Broadcast Reporter","War","Radio","Angola","Benguel",,,"Benguel",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1993","Confirmed","Jose Maria dos Santos",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Morena","Broadcast Reporter","War","Radio","Angola","Benguel",,,"Benguel",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","José Moisés Sánchez Cerezo ",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Unión","Internet Reporter,Print Reporter,Publisher / Owner","Corruption,Crime,Politics","Print,Internet","Mexico","Medellín de Bravo, Veracruz",,,"Medellín de Bravo, Veracruz",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2013","Confirmed","José Roberto Ornelas de Lemos",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jornal Hora H","Publisher / Owner","Corruption,Crime","Print","Brazil","Nova Iguaçu",,,"Nova Iguaçu",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Joselito Agustin",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DZJC","Columnist / Commentator","Corruption,Politics","Radio","Philippines","Baccara",,,"Baccara",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Joseph Hernández Ochoa",,"Honduras",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","TV Channel 51","Broadcast Reporter","Culture","Television","Honduras","Tegucigalpa",,,"Tegucigalpa",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Juan ""Jun"" Pala",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXGO Radio","Columnist / Commentator","Corruption,Politics","Radio","Philippines","Davao City",,,"Davao City",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2000","Confirmed","Juan Camilo Restrepo Guerra",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Galaxia Estéreo","Producer","Corruption","Radio","Colombia","Sevilla",,,"Sevilla",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Juan Carlos Vásquez",,"Dominican Republic",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ultima Hora","Print Reporter","Culture,Sports","Print","Dominican Republic","an area near Santo Domingo",,,"an area near Santo Domingo",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Juan Emilio Andújar Matos",,"Dominican Republic",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Azua and Listín Diario","Broadcast Reporter","Crime","Radio","Dominican Republic","Azua",,,"Azua",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2018","Confirmed","Juan Javier Ortega Reyes",,"Ecuador",,,"Male","https://cpj-photos.s3.amazonaws.com/Ec_Ortega1-2018-05-01-1525211691191.jpg","Ortega Family","Journalist","Killed","Murder","Killed","Staff","El Comercio","Print Reporter","Corruption,Crime,Politics,Human Rights","Print","Colombia",,,,,,"Foreign","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2000","Confirmed","Julio César Da Rosa",,"Uruguay",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio del Centro",,"Corruption","Radio","Uruguay","Baltasar Brum",,,"Baltasar Brum",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Julio Fuentes",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/julio_fuentes_afghanistan_2001.jpg","","Journalist",,"Murder","Killed","Staff","El Mundo","Print Reporter","War","Print","Afghanistan","Nangarhar Province",,,"Nangarhar Province","Nangarhar Province","Foreign","Paramilitary Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2005","Confirmed","Julio Hernando Palacios Sánchez",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Lemas","Broadcast Reporter","Corruption","Radio","Colombia","Cúcuta",,,"Cúcuta",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","Jyotirmoy Dey",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Midday","Print Reporter","Corruption","Print","India","Powai",,,"Powai",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2004","Confirmed","Kamal Hossain",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ajker Kagoj","Print Reporter","Crime","Print","Bangladesh","Manikcchari ",,,"Manikcchari ",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2004","Confirmed","Karam Hussein",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/karam_hussein_iraq_2004.jpg","","Journalist",,"Murder","Killed","Staff","European Pressphoto Agency","Photographer","War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","Karen Fischer",,,,,"Female",,,"Journalist",,"Murder","Killed","Freelance","freelance","Broadcast Reporter","Politics,War","Radio","Afghanistan","Baghlan",,,"Baghlan",,"Foreign","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Karmela Sojanovic",,"Bosnia",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Oslobodjenje","Print Reporter","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Karun Misra",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jansandesh Times","Print Reporter","Corruption,Crime,Politics","Print","India","Sultanpur, Uttar Pradesh",,,"Sultanpur, Uttar Pradesh",,"Local","Criminal Group, Local Residents","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Kaset Puengpak",,"Thailand",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Thai Rath","Print Reporter","Corruption,Crime","Print","Thailand","Viset Chaichan",,,"Viset Chaichan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Kate Peyton",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/Peyton.2005.somalia1.jpg","BBC","Journalist",,"Murder","Killed","Staff","BBC","Producer","Politics,War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2013","Confirmed","Kawa Garmyane",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rayel, Awene","Editor,Print Reporter","Corruption,Crime,Politics","Print,Internet","Iraq","Kalar, Sulaymaniyah",,,"Kalar, Sulaymaniyah",,"Local","Unknown Fire","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Kazbek Gekkiyev",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/gekkiyev_rtrs2.jpg","Reuters","Journalist",,"Murder","Killed","Staff","VGTRK","Broadcast Reporter","Culture","Television","Russia","Nalchik",,,"Nalchik",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Kemal Kilic",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ozgur Gundem","Print Reporter","Human Rights","Print","Turkey","Kulunce Village",,,"Kulunce Village",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Kenji Goto",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Kenji-Goto200.jpg","Getty","Journalist",,"Murder","Killed","Freelance","Freelance","Camera Operator,Photographer,Internet Reporter","Culture,Human Rights,Politics,War","Television,Internet","Syria","Unknown",,,"Unknown",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1995","Confirmed","Khadija Dahmani",,"Algeria",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Echourouk al-Arabi","Print Reporter","War","Print","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Khaled al-Attar",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Iraqiya","Columnist / Commentator,Producer","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2016","Confirmed","Khaled Eissa ",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/khaledeissa250.jpg","Screenshot from Khaled Eissa's Instagram account, @khaledesa9","Journalist",,"Murder","Killed","Freelance","Freelance","Camera Operator,Photographer","Human Rights,War","Television,Internet","Syria","Aleppo",,,"Aleppo",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Khaled Mahmoud al-Falahi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Wasan Productions and Al-Arabiya","Camera Operator","War","Television","Iraq","Samarra",,,"Samarra",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Khalid W. Hassan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/nyt.hassan12.jpg","New York Times","Journalist",,"Murder","Killed","Staff","The New York Times","Print Reporter","War","Print","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Khamail Khalaf ",,"Iraq",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/khamail_khalaf_iraq_2007.jpg","","Journalist",,"Murder","Killed","Staff","Radio Free Iraq","Broadcast Reporter","Culture","Radio","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2008","Confirmed","Khem Sambo",,"Cambodia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Moneaseka Khmer","Print Reporter","Politics","Print","Cambodia","Phnom Penh",,,"Phnom Penh",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Khushvaht Muborakshoev",,"Tajikistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/muborakshoev-tajikistan.92.CJES.jpg","","Journalist",,"Murder","Killed","Staff","Tajikistan State Television","Broadcast Reporter",,"Television","Tajikistan","place of death unknown",,,"place of death unknown",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Khushvakht Haydarsho",,"Tajikistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jumhuriyat","Columnist / Commentator","Corruption,Crime","Print","Tajikistan","Dushanbe",,,"Dushanbe",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Kjasif Smajlovic",,"Bosnia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Oslobodjenje","Print Reporter","War","Print","Bosnia","Zvornik",,,"Zvornik",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Klein Cantoneros",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","DXAA-FM","Columnist / Commentator","Corruption,Crime","Radio","Philippines","Dipolog City",,,"Dipolog City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Kruno Marinovic",,"Bosnia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Croatian State Radio","Broadcast Reporter","War","Radio","Bosnia","Foca",,,"Foca",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1996","Confirmed","Kutlu Adali",,"Cyprus",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Yeni Duzen","Columnist / Commentator","Corruption,Crime","Print","Cyprus","Lefkosa",,,"Lefkosa",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Lahcene Bensaadallah",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Irshad","Editor","Politics","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Laith al-Dulaimi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Nahrain","Broadcast Reporter","War","Television","Iraq","south of Baghdad",,,"south of Baghdad",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1998","Confirmed","Larisa Yudina",,"Russia",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/yudina-larisa.russia.1.1998.jpg","CJES","Journalist",,"Murder","Killed","Staff","Sovietskaya Kalmykia Segodnya","Editor","Corruption","Print","Russia","Elista",,,"Elista",,"Local","Government Officials","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2016","Confirmed","Larry Que",,"Philippines",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/LarryQue_July2013Facebook.jpg_c77b4563-d70d-4dda-b091-ad26c5ef2fad.jpeg","Facebook/Larry Que","Journalist",,"Murder","Killed","Staff","Catanduanes News Now","Columnist/Commentator,Publisher/Owner","Corruption,Crime,Politics","Print","Philippines","Virac, Catanduanes",,,"Virac, Catanduanes",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Lasantha Wickramatunga",,"Sri Lanka",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/lasantha_wickramatunga.jpg","Courtesy Wickrematunge family","Journalist",,"Murder","Killed","Staff","The Sunday Leader","Editor","Human Rights,Politics,War","Print","Sri Lanka","an area outside Colombo",,,"an area outside Colombo",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Lea Dalmacio",,"Philippines",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Socsargen News","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2018","Confirmed","Leobardo Vázquez Atzin",,"Mexico",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Enlace Informativo Regional","Internet Reporter","Corruption,Crime,Politics","Internet","Mexico","Gutiérrez Zamora",,"Veracruz","Gutiérrez Zamora",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Leslie Ann Pamela Montenegro del Real",,"Mexico",,,"Female",,,"Journalist","Killed","Murder","Killed","Staff","El Sillón","Internet Reporter,Columnist/Commentator","Politics,Culture","Internet","Mexico","Acapulco",,"Guerrero","Acapulco",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Liban Abdullahi Farah",,"Somalia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kalsan TV","Broadcast Reporter","Politics","Television","Somalia","Puntland",,,"Puntland",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2012","Confirmed","Liban Ali Nur",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/killed.liibaan%252520ali%252520nuur%252520-%252520Cropped%252520-%252520%252528SOMJA%252529.jpg","","Journalist",,"Murder","Killed","Staff","Somali National TV","Editor","Culture,Human Rights,Politics","Television","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Lindo Lupogan",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mindanao Daily Gazette","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1994","Confirmed","Lissy Schmidt",,,,,"Female",,,"Journalist",,"Murder","Killed","Freelance","Agence France-Presse, Frankfurter Rundschau, Der Tagesspiegel","Print Reporter","War","Print","Iraq","Sulaymaniyah",,,"Sulaymaniyah",,"Foreign","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Luciano Leitão Pedrosa",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","TV Vitória and Radio Metropolitana FM","Columnist / Commentator","Crime","Radio,Television","Brazil","Vitória de Santo Antão",,,"Vitória de Santo Antão",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Luis Antonio Peralta Cuéllar",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Linda Stereo","Broadcast Reporter,Producer,Publisher/Owner","Business,Corruption,Politics","Radio","Colombia","Doncello",,"Caquetá","Doncello",,"Local","Local Residents","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Luis Carlos Santiago",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Diario","Photographer","Crime,Culture,Human Rights,Politics","Print","Mexico","Ciudad Juárez",,,"Ciudad Juárez",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
